Msg_id: 16437526954  [Distress: , LIWC Sad: ]
Msg_id: 15960441943  [Distress: , LIWC Sad: ]
Msg_id: 15245855968  [Distress: , depressive_feelings: ]
Msg_id: 15383505011  [Distress: , depression_symptoms: ]
Msg_id: 14981155422  [Distress: , suicide_ideation: ]
Msg_id: 15351874729  [Distress: , LIWC Sad: ]
Msg_id: 15216794731  [Distress: , self_harm: ]
Msg_id: 14800549732  [Distress: , LIWC Sad: ]
Msg_id: 15966567594  [Distress: , LIWC Sad: ]
Msg_id: 16014966418  [Distress: , LIWC Sad: ]
Msg_id: 15995448655  [Distress: , depression_symptoms: ]
Msg_id: 15349541203  [Distress: , LIWC Sad: ]
Msg_id: 15883671656  [Distress: , depressive_feelings: ]
Msg_id: 14875488844  [Distress: , LIWC Sad: ]
Msg_id: 15456228710  [Distress: , LIWC Sad: ]
Msg_id: 15908920744  [Distress: , LIWC Sad: ]
Msg_id: 16276856794  [Distress: , LIWC Sad: ]
Msg_id: 16408740360  [Distress: , LIWC Sad: ]
Msg_id: 16098614625  [Distress: , LIWC Sad: ]
Msg_id: 14561060032  [Distress: , depressive_feelings: ]
Msg_id: 14955646983  [Distress: , LIWC Sad: ]
Msg_id: 16249987636  [Distress: , LIWC Sad: ]
Msg_id: 15874916499  [Distress: , LIWC Sad: ]
Msg_id: 15554881411  [Distress: , LIWC Sad: ]
Msg_id: 14990952561  [Distress: , depressive_feelings: ]
Msg_id: 14311177631  [Distress: , depressive_feelings: ]
Msg_id: 15265778387  [Distress: , depressive_feelings: ]
Msg_id: 15939069612  [Distress: , LIWC Sad: ]
Msg_id: 16116695733  [Distress: , LIWC Sad: ]
Msg_id: 15573174698  [Distress: , depressive_feelings: ]
Msg_id: 14994491434  [Distress: , LIWC Sad: ]
Msg_id: 15538735972  [Distress: , LIWC Sad: ]
Msg_id: 14366858329  [Distress: , LIWC Sad: ]
Msg_id: 16366428566  [Distress: , LIWC Sad: ]
Msg_id: 15068739663  [Distress: , LIWC Sad: ]
Msg_id: 16162009527  [Distress: , LIWC Sad: ]
Msg_id: 15386134378  [Distress: , depressive_feelings: ]
Msg_id: 15745493064  [Distress: , suicide_ideation: ]
Msg_id: 14525520997  [Distress: , LIWC Sad: ]
Msg_id: 16343650573  [Distress: , LIWC Sad: ]
Msg_id: 15597546147  [Distress: , LIWC Sad: ]
Msg_id: 16451919725  [Distress: , LIWC Sad: ]
Msg_id: 14939570729  [Distress: , self_harm: ]
Msg_id: 14797420101  [Distress: , LIWC Sad: ]
Msg_id: 15755453774  [Distress: , LIWC Sad: ]
Msg_id: 14925876524  [Distress: , LIWC Sad: ]
Msg_id: 14343402259  [Distress: , depression_symptoms: ]
Msg_id: 15030995431  [Distress: , LIWC Sad: ]
Msg_id: 16083637220  [Distress: , depressive_feelings: ]
Msg_id: 14325091671  [Distress: , psychological_disorders: ]
Msg_id: 15425422856  [Distress: , LIWC Sad: ]
Msg_id: 16196218687  [Distress: , LIWC Sad: ]
Msg_id: 14982865155  [Distress: , LIWC Sad: ]
Msg_id: 14926348109  [Distress: , LIWC Sad: ]
Msg_id: 15200230118  [Distress: , depressive_feelings: ]
Msg_id: 16013123279  [Distress: , LIWC Sad: ]
Msg_id: 15419436775  [Distress: , LIWC Sad: ]
Msg_id: 15740480955  [Distress: , LIWC Sad: ]
Msg_id: 16341319073  [Distress: , LIWC Sad: ]
Msg_id: 14321242295  [Distress: , LIWC Sad: ]
Msg_id: 15924357480  [Distress: , LIWC Sad: ]
Msg_id: 15983215351  [Distress: , suicide_ideation: ]
Msg_id: 15294964719  [Distress: , depressive_feelings: ]
Msg_id: 15751700746  [Distress: , bullying: ]
Msg_id: 14777497424  [Distress: , LIWC Sad: ]
Msg_id: 16412948807  [Distress: , LIWC Sad: ]
Msg_id: 15909591777  [Distress: , self_harm: ]
